Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
Italy,3935700,14758.0,118699,342.0,3351461,21069.0,465540,2979.0,65172,1966.0,56565755,936683,60389418,Europe,23-04-2021
Spain,3468617,11731.0,77591,95.0,3163849,6894.0,227177,2297.0,74164,1659.0,44374223,948785,46769519,Europe,23-04-2021
Germany,3261764,23710.0,81936,243.0,2865000,19700.0,314828,5049.0,38830,975.0,54061332,643573,84001806,Europe,23-04-2021
Argentina,2824652,27884.0,61176,556.0,2474514,24721.0,288962,4805.0,62036,1344.0,10608118,232980,45532343,South America,23-04-2021
Poland,2742127,10863.0,64709,541.0,2401457,20670.0,275961,3223.0,72518,1711.0,13901801,367647,37812856,Europe,23-04-2021
Colombia,2740544,19925.0,70446,420.0,2555619,17599.0,114479,5306.0,53398,1373.0,14233891,277341,51322788,South America,23-04-2021
Iran,2358809,22904.0,68746,380.0,1850791,13201.0,439272,5107.0,27795,810.0,14966149,176354,84864249,Asia,23-04-2021
Mexico,2319519,3708.0,214095,498.0,1841964,2583.0,263460,4798.0,17838,1646.0,6487007,49888,130031556,North America,23-04-2021
Ukraine,2004630,14277.0,41700,434.0,1552267,18964.0,410663,177.0,46063,958.0,9130606,209805,43519479,Europe,23-04-2021
Peru,1745655,11049.0,59012,408.0,1670805,9013.0,15838,2642.0,52353,1770.0,10723364,321599,33343939,South America,23-04-2021
Indonesia,1632248,5436.0,44346,174.0,1487369,5920.0,100533,0.0,5917,161.0,14111521,51153,275869680,Asia,23-04-2021
Czechia,1615481,2630.0,28898,51.0,1523842,231.0,62741,814.0,150626,2694.0,16723255,1559257,10725145,Europe,23-04-2021
South Africa,1572985,1637.0,54066,71.0,1499110,2354.0,19809,546.0,26254,902.0,10481576,174941,59914768,Africa,23-04-2021
Netherlands,1445064,9210.0,17016,14.0,1203943,7559.0,224105,836.0,84183,991.0,11781337,686330,17165714,Europe,23-04-2021
Canada,1164587,8753.0,23883,61.0,1054348,9104.0,86356,1312.0,30638,628.0,30559306,803965,38010747,North America,23-04-2021
Chile,1155902,7582.0,25641,109.0,1084831,3714.0,45430,3391.0,60049,1332.0,12644024,656853,19249397,South America,23-04-2021
Romania,1042521,2523.0,27113,170.0,963840,4714.0,51568,1391.0,54488,1417.0,8059758,421249,19133008,Europe,23-04-2021
Iraq,1018321,8017.0,15174,46.0,891007,6826.0,112140,553.0,24867,371.0,9035177,220633,40951234,Asia,23-04-2021
Philippines,979719,8698.0,16529,159.0,860344,13744.0,102846,750.0,8845,149.0,11410805,103020,110762901,Asia,23-04-2021
Belgium,964526,4357.0,23909,42.0,815371,0.0,125246,935.0,82930,2056.0,12156374,1045204,11630625,Europe,23-04-2021
Sweden,938343,0.0,13923,32.0,759702,7681.0,164718,403.0,92444,1372.0,8151774,803097,10150424,Europe,23-04-2021
Israel,837892,85.0,6346,0.0,829696,272.0,1850,157.0,91099,690.0,14049710,1527543,9197590,Asia,23-04-2021
Portugal,833397,506.0,16957,1.0,791751,580.0,24689,98.0,81927,1667.0,10155322,998313,10172484,Europe,23-04-2021
Pakistan,784108,5870.0,16842,144.0,682290,5685.0,84976,4652.0,3495,75.0,11431241,50951,224359546,Asia,23-04-2021
Hungary,764394,3427.0,26208,207.0,474147,4555.0,264039,844.0,79291,2719.0,5233530,542877,9640367,Europe,23-04-2021
Bangladesh,739703,3629.0,10869,88.0,647674,5225.0,81160,0.0,4455,65.0,5303008,31942,166020552,Asia,23-04-2021
Jordan,699164,1677.0,8514,40.0,661432,3145.0,29218,729.0,67977,828.0,6581824,639924,10285314,Asia,23-04-2021
Serbia,675904,2384.0,6164,34.0,611539,3269.0,58201,207.0,77613,708.0,3754852,431162,8708685,Europe,23-04-2021
Switzerland,646509,2113.0,10566,11.0,577630,2006.0,58313,238.0,74260,1214.0,6723694,772304,8706020,Europe,23-04-2021
Austria,604823,2329.0,10055,29.0,568213,2700.0,26555,517.0,66845,1111.0,30186461,3336201,9048153,Europe,23-04-2021
Japan,551901,5468.0,9800,36.0,494882,3221.0,47219,816.0,4375,78.0,11273132,89355,126160972,Asia,23-04-2021
Lebanon,518104,1504.0,7090,33.0,441631,3823.0,69383,682.0,76186,1043.0,3903562,574009,6800529,Asia,23-04-2021
Morocco,508530,592.0,8983,7.0,494415,542.0,5132,212.0,13646,241.0,6205236,166515,37265257,Africa,23-04-2021
UAE,506845,1973.0,1567,2.0,488664,1744.0,16614,0.0,50749,157.0,42698466,4275286,9987276,Asia,23-04-2021
Saudi Arabia,410191,1098.0,6878,9.0,393671,1223.0,9642,1205.0,11636,195.0,16477359,467405,35252814,Asia,23-04-2021
Bulgaria,396302,1708.0,15826,105.0,323877,2477.0,56599,751.0,57387,2292.0,2434235,352493,6905767,Europe,23-04-2021
Malaysia,387535,2847.0,1415,8.0,363608,2341.0,22512,260.0,11850,43.0,8923973,272887,32702083,Asia,23-04-2021
Slovakia,378635,485.0,11405,48.0,255300,0.0,111930,387.0,69324,2088.0,2533929,463937,5461794,Europe,23-04-2021
Ecuador,371306,5913.0,18062,97.0,309541,0.0,43703,632.0,20790,1011.0,1254985,70268,17859984,South America,23-04-2021
Panama,362358,366.0,6200,2.0,352255,306.0,3903,105.0,82924,1419.0,2339492,535383,4369753,North America,23-04-2021
Belarus,350221,1735.0,2473,10.0,340660,1733.0,7088,0.0,37073,262.0,5741652,607789,9446792,Europe,23-04-2021
Greece,329134,2739.0,9864,76.0,285692,1642.0,33578,819.0,31704,950.0,7758817,747366,10381546,Europe,23-04-2021
Croatia,318837,2529.0,6784,46.0,295885,2431.0,16168,221.0,78058,1661.0,1743017,426727,4084619,Europe,23-04-2021
Azerbaijan,309789,1809.0,4307,33.0,274766,2191.0,30716,0.0,30332,422.0,3164974,309886,10213348,Asia,23-04-2021
Georgia,301535,1271.0,3992,11.0,284286,729.0,13257,0.0,75707,1002.0,4003466,1005156,3982930,Asia,23-04-2021
Kazakhstan,300733,2894.0,3512,29.0,257278,2307.0,39943,221.0,15862,185.0,9772184,515443,18958790,Asia,23-04-2021
Tunisia,296343,2205.0,10170,107.0,246001,1484.0,40172,485.0,24863,853.0,1265222,106152,11918933,Africa,23-04-2021
Nepal,294601,2449.0,3122,5.0,276755,410.0,14724,0.0,9966,106.0,2388200,80790,29560679,Asia,23-04-2021
Bolivia,294391,1330.0,12758,27.0,243064,1501.0,38569,71.0,24944,1081.0,1093293,92636,11802028,South America,23-04-2021
Palestine,289120,1440.0,3138,23.0,259105,2546.0,26877,147.0,55631,604.0,1704190,327910,5197130,Asia,23-04-2021
Kuwait,264198,1432.0,1502,9.0,247136,1312.0,15560,222.0,61133,348.0,2265300,524166,4321719,Asia,23-04-2021
Dominican Republic,263470,535.0,3448,7.0,220678,519.0,39344,182.0,24092,315.0,1385268,126669,10936165,North America,23-04-2021
Paraguay,263134,2752.0,5715,82.0,215702,1992.0,41717,525.0,36528,793.0,1052387,146093,7203559,South America,23-04-2021
Ethiopia,249292,1303.0,3511,15.0,188080,2973.0,57701,968.0,2126,30.0,2535226,21620,117260576,Africa,23-04-2021
Moldova,248518,509.0,5691,23.0,235965,911.0,6862,235.0,61723,1413.0,961447,238790,4026325,Europe,23-04-2021
Denmark,246463,702.0,2472,5.0,234341,727.0,9650,42.0,42429,426.0,34371324,5917125,5808788,Europe,23-04-2021
Ireland,245743,433.0,4867,1.0,227298,670.0,13578,48.0,49321,977.0,4351054,873265,4982515,Europe,23-04-2021
Lithuania,239310,1325.0,3835,16.0,215820,789.0,19655,192.0,88922,1425.0,2690299,999650,2691240,Europe,23-04-2021
Costa Rica,236930,1656.0,3136,11.0,199982,203.0,33812,281.0,46168,611.0,932115,181633,5131869,North America,23-04-2021
Slovenia,235782,899.0,4195,8.0,220566,1275.0,11021,158.0,113402,2018.0,1151329,553744,2079171,Europe,23-04-2021
Egypt,220658,884.0,12959,45.0,166024,676.0,41675,90.0,2124,125.0,2677262,25769,103895001,Africa,23-04-2021
Guatemala,219789,1644.0,7374,29.0,194964,889.0,17451,5.0,12087,406.0,1209697,66527,18183565,North America,23-04-2021
Armenia,212114,715.0,3984,15.0,192281,1123.0,15849,0.0,71473,1342.0,955515,321966,2967749,Asia,23-04-2021
Honduras,204828,1469.0,5047,66.0,77431,411.0,122350,546.0,20417,503.0,599426,59751,10032126,North America,23-04-2021
Qatar,200778,798.0,413,6.0,178461,1297.0,21904,441.0,71507,147.0,1870202,666073,2807805,Asia,23-04-2021
Bosnia and Herzegovina,194733,362.0,8203,39.0,153408,1401.0,33122,0.0,59658,2513.0,887506,271893,3264175,Europe,23-04-2021
Venezuela,189381,1318.0,2009,22.0,172035,992.0,15337,293.0,6675,71.0,3359014,118399,28370293,South America,23-04-2021
Uruguay,179537,3646.0,2227,67.0,148561,3097.0,28749,512.0,51539,639.0,1707496,490164,3483519,South America,23-04-2021
Libya,174752,536.0,2947,11.0,160113,483.0,11692,0.0,25155,424.0,942970,135738,6946996,Africa,23-04-2021
Bahrain,169254,1053.0,617,3.0,158133,1152.0,10504,96.0,96767,353.0,3983328,2277376,1749087,Asia,23-04-2021
Nigeria,164633,45.0,2061,0.0,154643,65.0,7929,11.0,783,10.0,1870915,8898,210260754,Africa,23-04-2021
Kenya,155165,773.0,2583,23.0,106093,726.0,46489,236.0,2835,47.0,1631699,29815,54727751,Africa,23-04-2021
North Macedonia,149710,489.0,4628,33.0,127139,905.0,17943,124.0,71862,2221.0,703569,337718,2083304,Europe,23-04-2021
Myanmar,142687,13.0,3206,0.0,131921,7.0,7560,0.0,2608,59.0,2563500,46860,54706074,Asia,23-04-2021
Albania,130270,156.0,2367,3.0,104278,696.0,23625,18.0,45308,823.0,616465,214405,2875238,Europe,23-04-2021
Algeria,120562,199.0,3190,9.0,84038,138.0,33334,19.0,2710,72.0,230861,5189,44491487,Africa,23-04-2021
Estonia,119610,392.0,1126,6.0,106255,784.0,12229,59.0,90118,848.0,1254801,945406,1327261,Europe,23-04-2021
S. Korea,117458,797.0,1811,3.0,107071,612.0,8576,127.0,2289,35.0,8583530,167304,51305094,Asia,23-04-2021
Latvia,114244,683.0,2094,6.0,103953,723.0,8197,73.0,61120,1120.0,2195442,1174557,1869166,Europe,23-04-2021
Norway,110061,480.0,736,1.0,88952,0.0,20373,40.0,20174,135.0,5009274,918179,5455660,Europe,23-04-2021
Sri Lanka,99691,969.0,638,4.0,94036,152.0,5017,0.0,4640,30.0,2374627,110519,21486239,Asia,23-04-2021
Cuba,99208,1241.0,569,10.0,92960,910.0,5679,66.0,8763,50.0,3473135,306787,11320987,North America,23-04-2021
Montenegro,96348,161.0,1457,6.0,92142,237.0,2749,69.0,153388,2320.0,366900,584114,628131,Europe,23-04-2021
Kyrgyzstan,93278,272.0,1573,7.0,87717,163.0,3988,25.0,14109,238.0,954569,144384,6611308,Asia,23-04-2021
Zambia,91251,62.0,1245,5.0,89256,139.0,750,46.0,4854,66.0,1370539,72906,18798701,Africa,23-04-2021
Uzbekistan,88280,345.0,641,1.0,85232,225.0,2407,23.0,2607,19.0,1377915,40692,33862069,Asia,23-04-2021
Finland,85344,267.0,903,1.0,46000,0.0,38441,31.0,15384,163.0,4358383,785617,5547723,Europe,23-04-2021
Mozambique,69597,74.0,806,1.0,62408,14.0,6383,43.0,2178,25.0,510093,15960,31960832,Africa,23-04-2021
El Salvador,68318,157.0,2093,4.0,64340,132.0,1885,74.0,10490,321.0,897456,137799,6512803,North America,23-04-2021
Luxembourg,66007,194.0,790,0.0,62183,247.0,3034,30.0,104076,1246.0,2606391,4109594,634221,Europe,23-04-2021
Cameroon,65998,1189.0,991,52.0,57821,0.0,7186,385.0,2437,37.0,1257949,46455,27078842,Africa,23-04-2021
Singapore,60943,39.0,30,0.0,60613,10.0,300,1.0,10351,5.0,9278789,1575962,5887699,Asia,23-04-2021
Cyprus,60681,889.0,297,1.0,39061,0.0,21323,70.0,49964,245.0,4564235,3758128,1214497,Asia,23-04-2021
Afghanistan,58733,191.0,2572,7.0,52363,15.0,3798,1124.0,1482,65.0,392081,9892,39636165,Asia,23-04-2021
Thailand,50183,2070.0,121,4.0,30189,341.0,19873,1.0,717,2.0,8124896,116165,69942444,Asia,23-04-2021
Namibia,47383,211.0,622,6.0,45278,142.0,1483,41.0,18379,241.0,378245,146713,2578122,Africa,23-04-2021
Ivory Coast,45765,50.0,279,2.0,45311,28.0,175,0.0,1701,10.0,573182,21304,26905163,Africa,23-04-2021
Jamaica,44642,140.0,752,1.0,20275,105.0,23615,27.0,15023,253.0,321640,108235,2971674,North America,23-04-2021
Uganda,41575,46.0,341,0.0,40898,0.0,336,24.0,886,7.0,1001301,21348,46902951,Africa,23-04-2021
Senegal,40022,47.0,1097,0.0,38786,67.0,139,10.0,2341,64.0,470494,27515,17099611,Africa,23-04-2021
Zimbabwe,38045,27.0,1556,1.0,35094,21.0,1395,12.0,2530,103.0,404405,26892,15038159,Africa,23-04-2021
Madagascar,34775,706.0,588,9.0,27646,494.0,6541,397.0,1230,21.0,174137,6161,28265015,Africa,23-04-2021
Malawi,33997,8.0,1146,1.0,31876,12.0,975,15.0,1741,59.0,229378,11746,19528511,Africa,23-04-2021
Malta,30129,33.0,412,1.0,29204,38.0,513,0.0,68088,931.0,855090,1932411,442499,Europe,23-04-2021
Australia,29626,38.0,910,0.0,26461,3.0,2255,0.0,1151,35.0,16504742,641215,25739779,Australia/Oceania,23-04-2021
Mongolia,27956,1264.0,69,8.0,14258,486.0,13629,88.0,8418,21.0,2616906,787982,3321022,Asia,23-04-2021
Maldives,27403,319.0,71,0.0,24116,51.0,3216,90.0,49983,130.0,701999,1280448,548245,Asia,23-04-2021
Angola,25279,228.0,574,2.0,23089,188.0,1616,24.0,750,17.0,449666,13348,33688788,Africa,23-04-2021
Rwanda,24459,197.0,328,0.0,22696,47.0,1435,6.0,1851,25.0,1279049,96816,13211198,Africa,23-04-2021
Gabon,22433,205.0,138,2.0,19074,166.0,3221,22.0,9891,61.0,710576,313289,2268117,Africa,23-04-2021
Syria,21864,139.0,1510,14.0,15551,175.0,4803,0.0,1225,85.0,103566,5804,17843646,Asia,23-04-2021
Guinea,21803,58.0,139,0.0,19107,27.0,2557,24.0,1625,10.0,424170,31608,13419855,Africa,23-04-2021
Cabo Verde,21784,284.0,201,2.0,18959,270.0,2624,23.0,38839,358.0,142081,253316,560885,Africa,23-04-2021
French Guiana,18826,133.0,98,1.0,9995,0.0,8733,14.0,61740,321.0,208396,683436,304924,South America,23-04-2021
Eswatini,18434,8.0,671,0.0,17730,8.0,33,3.0,15757,574.0,181570,155200,1169908,Africa,23-04-2021
Mauritania,18207,15.0,454,0.0,17560,7.0,193,14.0,3835,96.0,226866,47780,4748180,Africa,23-04-2021
Mali,13504,84.0,460,4.0,7804,72.0,5240,0.0,652,22.0,248587,11997,20720546,Africa,23-04-2021
Burkina Faso,13231,19.0,156,0.0,12887,25.0,188,0.0,619,7.0,178354,8348,21365116,Africa,23-04-2021
Andorra,13007,65.0,123,0.0,12423,48.0,461,24.0,168123,1590.0,193595,2502327,77366,Europe,23-04-2021
Togo,12742,44.0,121,0.0,10614,102.0,2007,0.0,1511,14.0,304610,36111,8435318,Africa,23-04-2021
Belize,12599,3.0,321,1.0,12168,4.0,110,1.0,31227,796.0,113675,281746,403466,North America,23-04-2021
Guyana,12448,214.0,277,0.0,10619,64.0,1552,16.0,15764,351.0,114286,144732,789637,South America,23-04-2021
Curaçao,12058,36.0,102,3.0,10291,280.0,1665,22.0,73239,620.0,90664,550684,164639,North America,23-04-2021
Hong Kong,11728,9.0,209,0.0,11325,9.0,194,3.0,1554,28.0,11193673,1483321,7546360,Asia,23-04-2021
Djibouti,10738,41.0,132,2.0,10207,200.0,399,0.0,10742,132.0,146781,146834,999637,Africa,23-04-2021
Aruba,10505,36.0,97,2.0,10069,45.0,339,14.0,98054,905.0,143911,1343268,107135,North America,23-04-2021
Bahamas,9976,108.0,196,2.0,9215,75.0,565,4.0,25173,495.0,84094,212202,396293,North America,23-04-2021
Suriname,9932,67.0,193,2.0,9002,37.0,737,13.0,16808,327.0,48782,82556,590898,South America,23-04-2021
Cambodia,8848,655.0,61,2.0,3148,224.0,5639,0.0,523,4.0,857864,50742,16906416,Asia,23-04-2021
Equatorial Guinea,7559,54.0,107,1.0,7097,81.0,355,5.0,5249,74.0,120652,83784,1440041,Africa,23-04-2021
Iceland,6390,11.0,29,0.0,6227,4.0,134,4.0,18627,85.0,585811,1707695,343042,Europe,23-04-2021
CAR,6224,49.0,85,0.0,5112,0.0,1027,2.0,1271,17.0,40907,8352,4897703,Africa,23-04-2021
Yemen,6056,36.0,1165,8.0,2454,61.0,2437,23.0,199,38.0,22934,755,30356421,Asia,23-04-2021
San Marino,5047,1.0,89,1.0,4839,17.0,119,5.0,148489,2618.0,59601,1753538,33989,Europe,23-04-2021
Chad,4747,12.0,169,0.0,4382,6.0,196,0.0,282,10.0,111158,6614,16805445,Africa,23-04-2021
Gibraltar,4283,1.0,94,0.0,4173,0.0,16,1.0,127156,2791.0,228585,6786361,33683,Europe,23-04-2021
Channel Islands,4111,56.0,86,0.0,3956,0.0,69,1.0,23470,491.0,399901,2283022,175163,Europe,23-04-2021
Barbados,3820,14.0,44,0.0,3718,2.0,58,0.0,13280,153.0,151004,524937,287661,North America,23-04-2021
Guinea-Bissau,3722,1.0,66,0.0,3222,17.0,434,9.0,1856,33.0,62642,31235,2005537,Africa,23-04-2021
Eritrea,3605,8.0,10,0.0,3410,4.0,185,0.0,1005,3.0,23693,6607,3586185,Africa,23-04-2021
Liechtenstein,2855,4.0,57,0.0,2724,9.0,74,7.0,74705,1491.0,32252,843918,38217,Europe,23-04-2021
Monaco,2426,3.0,31,0.0,2317,6.0,78,3.0,61468,785.0,51953,1316332,39468,Europe,23-04-2021
Turks and Caicos,2375,4.0,17,0.0,2326,10.0,32,2.0,60678,434.0,48488,1238803,39141,North America,23-04-2021
Bermuda,2284,23.0,23,1.0,1479,85.0,782,31.0,36785,370.0,231153,3722870,62090,North America,23-04-2021
Sint Maarten,2214,2.0,27,0.0,2174,7.0,13,1.0,51166,624.0,26322,608306,43271,North America,23-04-2021
Liberia,2097,2.0,85,0.0,1940,0.0,72,2.0,407,16.0,93591,18160,5153617,Africa,23-04-2021
St. Vincent Grenadines,1830,1.0,10,0.0,1711,8.0,109,2.0,16453,90.0,44359,398815,111227,North America,23-04-2021
Timor-Leste,1739,82.0,3,0.0,814,19.0,922,0.0,1299,2.0,61902,46239,1338747,Asia,23-04-2021
Isle of Man,1585,1.0,29,0.0,1545,0.0,11,1.0,18560,340.0,44761,524140,85399,Europe,23-04-2021
Antigua and Barbuda,1222,5.0,31,0.0,995,0.0,196,4.0,12395,314.0,16493,167294,98587,North America,23-04-2021
Taiwan,1090,4.0,11,0.0,1044,3.0,35,0.0,46,0.5,513203,21516,23851847,Asia,23-04-2021
Bhutan,1008,16.0,1,0.0,926,20.0,81,0.0,1295,1.0,683781,878333,778499,Asia,23-04-2021
China,90575,9.0,4636,0.0,85634,10.0,305,4.0,63,3.0,160000000,111163,1439323776,Asia,24-04-2021
USA,32789653,53280.0,585880,742.0,25339874,43562.0,6863899,9944.0,98592,1762.0,438591428,1318756,332579690,North America,24-04-2021
India,16951769,349313.0,192310,2761.0,14078081,215962.0,2681378,8944.0,12187,138.0,276199222,198560,1391012516,Asia,24-04-2021
Brazil,14308215,70105.0,389609,2986.0,12766772,55669.0,1151834,8318.0,66928,1822.0,43538104,203652,213786534,South America,24-04-2021
France,5473579,32633.0,102713,217.0,4321591,45309.0,1049275,5958.0,83705,1571.0,74165951,1134192,65391007,Europe,24-04-2021
Russia,4753789,8828.0,107900,399.0,4380468,9254.0,265421,2300.0,32563,739.0,127500000,873375,145985396,Europe,24-04-2021
Turkey,4591416,40596.0,38011,339.0,4022408,52297.0,530997,3511.0,53969,447.0,45623978,536279,85075142,Asia,24-04-2021
UK,4403170,2061.0,127417,32.0,4189154,5571.0,86599,243.0,64586,1869.0,148737754,2181679,68175812,Europe,24-04-2021
Italy,3949517,13817.0,119021,322.0,3369048,17587.0,461448,2894.0,65401,1971.0,56886535,941995,60389418,Europe,24-04-2021
Germany,3286187,24423.0,82194,258.0,2882300,17300.0,321693,5049.0,39120,978.0,54061332,643573,84001806,Europe,24-04-2021
Argentina,2845872,21220.0,61474,298.0,2496277,21763.0,288121,4858.0,62502,1350.0,10689927,234777,45532343,South America,24-04-2021
Colombia,2757274,16730.0,70886,440.0,2573657,18038.0,112731,5306.0,53724,1381.0,14317363,278967,51322788,South America,24-04-2021
Poland,2751632,9505.0,65222,513.0,2422659,21202.0,263751,3195.0,72770,1725.0,13901801,367647,37812856,Europe,24-04-2021
Iran,2377039,18230.0,69120,374.0,1863405,12614.0,444514,5156.0,28010,814.0,15078540,177678,84864249,Asia,24-04-2021
Mexico,2323430,3911.0,214504,409.0,1845008,3044.0,263918,4798.0,17868,1650.0,6509956,50064,130031556,North America,24-04-2021
Ukraine,2017341,12711.0,42092,392.0,1565954,13687.0,409295,177.0,46355,967.0,9214479,211732,43519479,Europe,24-04-2021
Peru,1754150,8495.0,59440,428.0,1679099,8294.0,15611,2646.0,52608,1783.0,10798298,323846,33343939,South America,24-04-2021
Indonesia,1636792,4544.0,44500,154.0,1492322,4953.0,99970,0.0,5933,161.0,14242895,51629,275869680,Asia,24-04-2021
Czechia,1618068,2587.0,28920,22.0,1524041,199.0,65107,765.0,150867,2696.0,16937639,1579246,10725145,Europe,24-04-2021
South Africa,1574370,1385.0,54125,59.0,1500360,1250.0,19885,546.0,26277,903.0,10508510,175391,59914768,Africa,24-04-2021
Netherlands,1453124,8060.0,17038,22.0,1211631,7688.0,224455,827.0,84653,993.0,11781337,686330,17165714,Europe,24-04-2021
Canada,1172004,7417.0,23927,44.0,1061706,7358.0,86371,1312.0,30833,629.0,30705297,807806,38010747,North America,24-04-2021
Chile,1162811,6909.0,25742,101.0,1092934,8103.0,44135,3374.0,60408,1337.0,12709327,660245,19249397,South America,24-04-2021
Romania,1044722,2201.0,27267,154.0,968746,4906.0,48709,1377.0,54603,1425.0,8093181,422996,19133008,Europe,24-04-2021
Iraq,1025288,6967.0,15217,43.0,897966,6959.0,112105,509.0,25037,372.0,9076934,221652,40951234,Asia,24-04-2021
Philippines,989380,9661.0,16674,145.0,883221,22877.0,89485,750.0,8932,151.0,11460993,103473,110762901,Asia,24-04-2021
Belgium,968107,3581.0,23954,45.0,818866,3495.0,125287,910.0,83238,2060.0,12202244,1049148,11630625,Europe,24-04-2021
Israel,837974,82.0,6350,4.0,829811,115.0,1813,152.0,91108,690.0,14049710,1527543,9197590,Asia,24-04-2021
Portugal,833964,567.0,16959,2.0,792377,626.0,24628,98.0,81982,1667.0,10226293,1005290,10172484,Europe,24-04-2021
Pakistan,790016,5908.0,16999,157.0,686488,4198.0,86529,4682.0,3521,76.0,11483643,51184,224359546,Asia,24-04-2021
Hungary,767190,2796.0,26420,212.0,478323,4176.0,262447,813.0,79581,2741.0,5257377,545350,9640367,Europe,24-04-2021
Bangladesh,742400,2697.0,10952,83.0,653151,5477.0,78297,0.0,4472,66.0,5323579,32066,166020552,Asia,24-04-2021
Jordan,700423,1259.0,8563,49.0,664772,3340.0,27088,729.0,68099,833.0,6593672,641076,10285314,Asia,24-04-2021
Serbia,677972,2068.0,6196,32.0,615211,3672.0,56565,209.0,77850,711.0,3766407,432489,8708685,Europe,24-04-2021
Switzerland,646509,0.0,10594,28.0,577630,0.0,58285,238.0,74260,1217.0,6723694,772304,8706020,Europe,24-04-2021
Austria,606954,2131.0,10070,15.0,570684,2471.0,26200,507.0,67080,1113.0,30489054,3369644,9048153,Europe,24-04-2021
Japan,556999,5098.0,9854,54.0,498242,3360.0,48903,837.0,4415,78.0,11365991,90091,126160972,Asia,24-04-2021
Lebanon,519615,1511.0,7118,28.0,445163,3532.0,67334,671.0,76408,1047.0,3903562,574009,6800529,Asia,24-04-2021
Morocco,509037,507.0,8988,5.0,494872,457.0,5177,222.0,13660,241.0,6214771,166771,37265257,Africa,24-04-2021
UAE,508925,2080.0,1569,2.0,490457,1793.0,16899,0.0,50957,157.0,42911245,4296591,9987276,Asia,24-04-2021
Saudi Arabia,411263,1072.0,6887,9.0,394529,858.0,9847,1205.0,11666,195.0,16477359,467405,35252814,Asia,24-04-2021
Bulgaria,397100,798.0,15859,33.0,324386,509.0,56855,738.0,57503,2296.0,2441727,353578,6905767,Europe,24-04-2021
Malaysia,390252,2717.0,1426,11.0,365900,2292.0,22926,272.0,11934,44.0,9001532,275259,32702083,Asia,24-04-2021
Slovakia,379476,841.0,11458,53.0,255300,0.0,112718,357.0,69478,2098.0,2548241,466558,5461794,Europe,24-04-2021
Ecuador,372754,1448.0,18158,96.0,309541,0.0,45055,638.0,20871,1017.0,1259292,70509,17859984,South America,24-04-2021
Panama,362696,338.0,6207,7.0,352523,268.0,3966,105.0,83001,1420.0,2348261,537390,4369753,North America,24-04-2021
Belarus,351674,1453.0,2483,10.0,342102,1442.0,7089,0.0,37227,263.0,5759533,609681,9446792,Europe,24-04-2021
Greece,331730,2596.0,9950,86.0,287222,1530.0,34558,797.0,31954,958.0,7824968,753738,10381546,Europe,24-04-2021
Croatia,321372,2535.0,6815,31.0,298210,2325.0,16347,224.0,78679,1668.0,1752201,428975,4084619,Europe,24-04-2021
Azerbaijan,311465,1676.0,4342,35.0,276934,2168.0,30189,0.0,30496,425.0,3178044,311166,10213348,Asia,24-04-2021
Kazakhstan,303570,2837.0,3535,23.0,259863,2585.0,40172,221.0,16012,186.0,9828632,518421,18958790,Asia,24-04-2021
Georgia,302785,1250.0,4007,15.0,284749,463.0,14029,0.0,76021,1006.0,4035424,1013180,3982930,Asia,24-04-2021
Tunisia,298572,2229.0,10231,61.0,248013,2012.0,40328,493.0,25050,858.0,1273377,106836,11918933,Africa,24-04-2021
Nepal,297087,2486.0,3136,14.0,277123,368.0,16828,0.0,10050,106.0,2395725,81044,29560679,Asia,24-04-2021
Bolivia,295892,1501.0,12783,25.0,244079,1015.0,39030,71.0,25071,1083.0,1102780,93440,11802028,South America,24-04-2021
Palestine,290259,1139.0,3151,13.0,260650,1545.0,26458,153.0,55850,606.0,1709831,328995,5197130,Asia,24-04-2021
Kuwait,265404,1206.0,1511,9.0,248633,1497.0,15260,219.0,61412,350.0,2272818,525906,4321719,Asia,24-04-2021
Paraguay,265296,2162.0,5802,87.0,217685,1983.0,41809,521.0,36828,805.0,1058946,147003,7203559,South America,24-04-2021
Dominican Republic,263944,474.0,3451,3.0,221294,616.0,39199,182.0,24135,316.0,1387700,126891,10936165,North America,24-04-2021
Ethiopia,250955,1663.0,3531,20.0,190013,1933.0,57411,987.0,2140,30.0,2544095,21696,117260576,Africa,24-04-2021
Moldova,248898,380.0,5709,18.0,236774,809.0,6415,230.0,61818,1418.0,966184,239967,4026325,Europe,24-04-2021
Denmark,247010,547.0,2474,2.0,235065,724.0,9471,40.0,42524,426.0,34911314,6010086,5808788,Europe,24-04-2021
Ireland,246204,461.0,4872,5.0,227891,593.0,13441,46.0,49414,978.0,4387769,880633,4982515,Europe,24-04-2021
Lithuania,240522,1212.0,3841,6.0,217779,1959.0,18902,192.0,89372,1427.0,2706867,1005807,2691240,Europe,24-04-2021
Costa Rica,238760,1830.0,3143,7.0,199982,0.0,35635,303.0,46525,612.0,932115,181633,5131869,North America,24-04-2021
Slovenia,236613,831.0,4203,8.0,221814,1248.0,10596,160.0,113802,2021.0,1156509,556236,2079171,Europe,24-04-2021
Egypt,221570,912.0,12998,39.0,166457,433.0,42115,90.0,2133,125.0,2677262,25769,103895001,Africa,24-04-2021
