Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
Tunisia,276727,2123.0,9480,84.0,229754,1487.0,37493,446.0,23224,796.0,1198763,100605,11915556,Africa,14-04-2021
Kazakhstan,276054,2229.0,3286,26.0,237446,1584.0,35322,221.0,14565,173.0,9283107,489805,18952655,Asia,14-04-2021
Palestine,274690,1923.0,2923,22.0,239291,2245.0,32476,180.0,52887,563.0,1650739,317824,5193881,Asia,14-04-2021
Dominican Republic,259260,623.0,3402,5.0,217286,278.0,38572,156.0,23713,311.0,1357657,124178,10933195,North America,14-04-2021
Kuwait,251675,1402.0,1423,4.0,235053,1296.0,15199,237.0,58258,329.0,2187159,506288,4319992,Asia,14-04-2021
Moldova,243365,1001.0,5466,28.0,226325,1289.0,11574,304.0,60440,1357.0,916328,227570,4026580,Europe,14-04-2021
Paraguay,242161,2020.0,5040,62.0,198473,1755.0,38648,489.0,33628,700.0,994708,138132,7201165,South America,14-04-2021
Ireland,242105,421.0,4812,9.0,222504,566.0,14789,49.0,48606,966.0,4226847,848593,4981009,Europe,14-04-2021
Denmark,239532,663.0,2447,1.0,228685,678.0,8400,41.0,41240,421.0,30365290,5227975,5808232,Europe,14-04-2021
Ethiopia,234405,1893.0,3252,22.0,174591,773.0,56562,995.0,2000,28.0,2469593,21075,117182537,Africa,14-04-2021
Lithuania,229294,1318.0,3721,7.0,208123,732.0,17450,151.0,85168,1382.0,2536278,942059,2692270,Europe,14-04-2021
Slovenia,229076,1233.0,4135,5.0,211485,1566.0,13456,154.0,110177,1989.0,1115238,536388,2079163,Europe,14-04-2021
Egypt,212961,831.0,12570,44.0,161031,600.0,39360,90.0,2051,121.0,2677262,25782,103842186,Africa,14-04-2021
Guatemala,207127,1805.0,7089,32.0,187894,842.0,12144,5.0,11397,390.0,1128745,62106,18174497,North America,14-04-2021
Armenia,205128,1075.0,3794,19.0,184243,583.0,17091,0.0,69123,1278.0,915473,308490,2967598,Asia,14-04-2021
Honduras,196704,618.0,4873,12.0,76081,129.0,115750,576.0,19616,486.0,545442,54393,10027818,North America,14-04-2021
Qatar,192963,984.0,348,8.0,171388,601.0,21227,483.0,68724,124.0,1820083,648223,2807805,Asia,14-04-2021
Bosnia and Herzegovina,186372,708.0,7642,76.0,143944,1290.0,34786,0.0,57087,2341.0,855428,262021,3264729,Europe,14-04-2021
Venezuela,178094,1122.0,1834,19.0,160620,1073.0,15640,237.0,6277,65.0,3359014,118390,28372485,South America,14-04-2021
Oman,175633,1269.0,1807,9.0,155645,874.0,18181,264.0,33725,347.0,1550000,297631,5207798,Asia,14-04-2021
Libya,170045,541.0,2834,4.0,155117,897.0,12094,0.0,24486,408.0,921545,132703,6944442,Africa,14-04-2021
Nigeria,164000,89.0,2061,0.0,154270,45.0,7669,11.0,781,10.0,1838174,8748,210120737,Africa,14-04-2021
Bahrain,159964,1175.0,569,3.0,148093,931.0,11302,91.0,91541,326.0,3834581,2194372,1747462,Asia,14-04-2021
Uruguay,152089,2659.0,1647,52.0,119388,2855.0,31054,509.0,43664,473.0,1575378,452280,3483191,South America,14-04-2021
Kenya,148128,981.0,2420,26.0,99580,0.0,46128,269.0,2708,44.0,1578773,28865,54695314,Africa,14-04-2021
North Macedonia,144111,949.0,4322,33.0,119683,737.0,20106,124.0,69174,2075.0,677988,325438,2083307,Europe,14-04-2021
Myanmar,142605,9.0,3206,0.0,131874,5.0,7525,0.0,2607,59.0,2556004,46731,54696124,Asia,14-04-2021
Albania,128959,207.0,2331,5.0,99441,538.0,27187,18.0,44850,811.0,592872,206193,2875324,Europe,14-04-2021
Algeria,118975,176.0,3141,4.0,82929,116.0,32905,19.0,2675,71.0,230861,5191,44469823,Africa,14-04-2021
Estonia,115628,548.0,1057,8.0,97889,1045.0,16682,68.0,87119,796.0,1209128,911011,1327237,Europe,14-04-2021
S. Korea,111419,731.0,1782,7.0,101983,651.0,7654,100.0,2172,35.0,8245388,160717,51303892,Asia,14-04-2021
Latvia,109088,733.0,2019,17.0,100464,624.0,6605,94.0,58344,1080.0,2068890,1106517,1869732,Europe,14-04-2021
Norway,105271,263.0,706,18.0,88952,0.0,15613,53.0,19300,129.0,4923702,902686,5454503,Europe,14-04-2021
Sri Lanka,95737,117.0,604,2.0,92151,225.0,2982,0.0,4456,28.0,2374627,110531,21483791,Asia,14-04-2021
Montenegro,94859,216.0,1405,14.0,89615,380.0,3839,69.0,151018,2237.0,355916,566629,628129,Europe,14-04-2021
Ghana,91477,67.0,763,2.0,89301,82.0,1413,10.0,2897,24.0,1034099,32746,31579196,Africa,14-04-2021
Kyrgyzstan,90839,240.0,1534,2.0,86313,161.0,2992,25.0,13746,232.0,913797,138279,6608364,Asia,14-04-2021
Zambia,90389,171.0,1229,0.0,88241,97.0,919,49.0,4812,65.0,1321490,70350,18784579,Africa,14-04-2021
Cuba,89404,959.0,487,11.0,84114,1027.0,4803,75.0,7897,43.0,3277536,289505,11321175,North America,14-04-2021
Uzbekistan,85503,212.0,634,0.0,83264,175.0,1605,23.0,2526,19.0,1377915,40708,33848811,Asia,14-04-2021
Finland,82964,400.0,881,4.0,46000,0.0,36083,34.0,14955,159.0,4204546,757919,5547489,Europe,14-04-2021
Mozambique,68927,56.0,794,0.0,59972,71.0,8161,68.0,2158,25.0,499500,15640,31936814,Africa,14-04-2021
El Salvador,66816,159.0,2057,3.0,63196,124.0,1563,60.0,10261,316.0,876378,134581,6511911,North America,14-04-2021
Luxembourg,64334,272.0,784,7.0,60203,191.0,3347,30.0,101482,1237.0,2530508,3991703,633942,Europe,14-04-2021
Singapore,60719,27.0,30,0.0,60392,18.0,297,2.0,10315,5.0,9036706,1535172,5886444,Asia,14-04-2021
Afghanistan,57534,42.0,2533,1.0,52022,9.0,2979,1124.0,1452,64.0,375610,9482,39612153,Asia,14-04-2021
Cyprus,53254,602.0,277,3.0,39061,0.0,13916,27.0,43857,228.0,4102961,3378989,1214257,Asia,14-04-2021
Namibia,46051,102.0,592,6.0,44162,178.0,1297,32.0,17871,230.0,366186,142105,2576863,Africa,14-04-2021
Ivory Coast,45388,123.0,271,2.0,44833,62.0,284,0.0,1688,10.0,557294,20727,26887262,Africa,14-04-2021
Jamaica,43054,130.0,692,10.0,19248,112.0,23114,39.0,14490,233.0,308897,103959,2971321,North America,14-04-2021
Uganda,41237,33.0,338,1.0,40779,0.0,120,24.0,880,7.0,974067,20785,46863292,Africa,14-04-2021
Senegal,39560,65.0,1084,3.0,38290,49.0,186,17.0,2315,63.0,457998,26803,17087514,Africa,14-04-2021
Zimbabwe,37369,39.0,1548,5.0,34946,14.0,875,12.0,2486,103.0,394257,26227,15032245,Africa,14-04-2021
Thailand,35910,1335.0,97,0.0,28322,34.0,7491,1.0,513,1.0,8124896,116173,69937672,Asia,14-04-2021
Malawi,33891,19.0,1134,1.0,31675,103.0,1082,20.0,1737,58.0,225576,11559,19514960,Africa,14-04-2021
Sudan,31790,90.0,2208,14.0,25539,88.0,4043,0.0,712,49.0,232965,5218,44647518,Africa,14-04-2021
Malta,29778,58.0,403,0.0,28797,41.0,578,0.0,67300,911.0,838522,1895106,442467,Europe,14-04-2021
Australia,29442,5.0,910,0.0,26380,19.0,2152,0.0,1144,35.0,16210906,629998,25731698,Australia/Oceania,14-04-2021
Madagascar,29348,583.0,520,8.0,24695,285.0,4133,246.0,1039,18.0,158085,5597,28245501,Africa,14-04-2021
Maldives,25844,85.0,67,0.0,23141,160.0,2636,82.0,47162,122.0,675941,1233503,547985,Asia,14-04-2021
Angola,23841,144.0,557,3.0,22144,29.0,1140,17.0,708,17.0,443086,13163,33660723,Africa,14-04-2021
Rwanda,23672,69.0,317,1.0,21594,199.0,1761,7.0,1793,24.0,1237120,93704,13202399,Africa,14-04-2021
Gabon,21566,595.0,132,3.0,18219,457.0,3215,20.0,9514,58.0,679898,299954,2266678,Africa,14-04-2021
Guinea,21299,193.0,136,0.0,18815,129.0,2348,24.0,1588,10.0,417479,31132,13410087,Africa,14-04-2021
Syria,20555,120.0,1402,10.0,14335,105.0,4818,0.0,1153,79.0,103566,5808,17831997,Asia,14-04-2021
Mayotte,19757,51.0,168,1.0,2964,0.0,16625,6.0,71082,604.0,165683,596098,277946,Africa,14-04-2021
Cabo Verde,19525,294.0,188,1.0,17645,158.0,1692,23.0,34821,335.0,136977,244288,560720,Africa,14-04-2021
French Polynesia,18680,2.0,141,0.0,4842,0.0,13697,1.0,66198,500.0,26355,93397,282183,Australia/Oceania,14-04-2021
Eswatini,18407,5.0,670,1.0,17682,0.0,55,3.0,15738,573.0,175502,150056,1169580,Africa,14-04-2021
Mauritania,18066,14.0,452,1.0,17428,30.0,186,14.0,3808,95.0,217078,45750,4744829,Africa,14-04-2021
French Guiana,17883,77.0,95,0.0,9995,0.0,7793,11.0,58688,312.0,172132,564901,304712,South America,14-04-2021
Mongolia,17823,1220.0,29,2.0,10253,366.0,7541,88.0,5369,9.0,2503759,754240,3319578,Asia,14-04-2021
Burkina Faso,13050,61.0,154,1.0,12689,62.0,207,0.0,611,7.0,175621,8226,21349397,Africa,14-04-2021
Haiti,12857,2.0,251,0.0,11614,101.0,992,0.0,1117,22.0,60085,5220,11511413,North America,14-04-2021
Somalia,12837,271.0,656,38.0,5346,76.0,6835,0.0,791,40.0,102486,6311,16238265,Africa,14-04-2021
Andorra,12641,27.0,121,0.0,11989,57.0,531,29.0,163401,1564.0,193595,2502456,77362,Europe,14-04-2021
Belize,12522,9.0,318,0.0,12140,3.0,64,1.0,31051,789.0,108026,267876,403269,North America,14-04-2021
Mali,12467,288.0,419,2.0,7238,44.0,4810,0.0,602,20.0,243860,11778,20704544,Africa,14-04-2021
Togo,12214,89.0,117,0.0,9543,79.0,2554,0.0,1449,14.0,294824,34973,8430002,Africa,14-04-2021
Hong Kong,11613,5.0,209,1.0,11237,10.0,167,6.0,1539,28.0,11193673,1483647,7544701,Asia,14-04-2021
Curaçao,11581,151.0,78,4.0,7666,477.0,3837,22.0,70350,474.0,86747,526953,164620,North America,14-04-2021
Guyana,11374,97.0,260,2.0,9880,84.0,1234,15.0,14406,329.0,102053,129257,789533,South America,14-04-2021
Djibouti,10202,125.0,106,4.0,8591,197.0,1505,0.0,10210,106.0,142182,142290,999244,Africa,14-04-2021
Aruba,10159,37.0,92,0.0,9573,58.0,494,14.0,94836,859.0,137782,1286216,107122,North America,14-04-2021
Suriname,9417,54.0,184,0.0,8725,14.0,508,11.0,15941,311.0,46705,79060,590755,South America,14-04-2021
Papua New Guinea,8984,170.0,71,2.0,846,0.0,8067,0.0,989,8.0,70260,7738,9079415,Australia/Oceania,14-04-2021
Trinidad and Tobago,8596,85.0,148,2.0,7818,19.0,630,14.0,6127,105.0,118602,84532,1403050,North America,14-04-2021
Benin,7611,96.0,95,2.0,6728,276.0,788,35.0,615,8.0,575088,46489,12370480,Africa,14-04-2021
Equatorial Guinea,7259,40.0,106,0.0,6885,86.0,268,11.0,5045,74.0,116266,80809,1438775,Africa,14-04-2021
Iceland,6275,1.0,29,0.0,6163,11.0,83,0.0,18295,85.0,566304,1651119,342982,Europe,14-04-2021
Gambia,5682,80.0,170,2.0,5165,20.0,347,3.0,2301,69.0,60533,24512,2469496,Africa,14-04-2021
Yemen,5582,75.0,1083,10.0,2128,58.0,2371,23.0,184,36.0,22934,756,30338432,Asia,14-04-2021
San Marino,5005,19.0,86,0.0,4624,56.0,295,8.0,147262,2530.0,57223,1683673,33987,Europe,14-04-2021
Cambodia,4874,178.0,35,2.0,2290,38.0,2549,0.0,288,2.0,788973,46685,16900093,Asia,14-04-2021
Chad,4662,10.0,167,0.0,4312,6.0,183,0.0,278,10.0,110863,6602,16792515,Africa,14-04-2021
Gibraltar,4290,13.0,94,0.0,4181,0.0,15,1.0,127364,2791.0,222091,6593564,33683,Europe,14-04-2021
Barbados,3744,4.0,44,0.0,3634,11.0,66,0.0,13016,153.0,146728,510089,287652,North America,14-04-2021
Guinea-Bissau,3694,1.0,66,0.0,3093,10.0,535,11.0,1843,33.0,60864,30367,2004263,Africa,14-04-2021
Eritrea,3479,10.0,10,0.0,3273,42.0,196,0.0,970,3.0,23693,6609,3584844,Africa,14-04-2021
Liechtenstein,2770,2.0,56,0.0,2646,12.0,68,5.0,72487,1465.0,32252,843984,38214,Europe,14-04-2021
New Zealand,2589,2.0,26,0.0,2462,3.0,101,0.0,518,5.0,1953823,390601,5002100,Australia/Oceania,14-04-2021
Monaco,2384,6.0,31,0.0,2266,6.0,87,6.0,60416,786.0,51953,1316599,39460,Europe,14-04-2021
Sao Tome and Principe,2269,1.0,35,0.0,2196,4.0,38,0.0,10205,157.0,12597,56657,222339,Africa,14-04-2021
Sint Maarten,2196,8.0,27,0.0,2133,9.0,36,1.0,50766,624.0,25304,584969,43257,North America,14-04-2021
Bermuda,1935,23.0,16,0.0,1051,14.0,868,41.0,31161,258.0,219837,3540219,62097,North America,14-04-2021
St. Vincent Grenadines,1812,6.0,10,0.0,1677,12.0,125,2.0,16292,90.0,43985,395488,111217,North America,14-04-2021
Mauritius,1201,3.0,15,0.0,841,44.0,345,0.0,943,12.0,358675,281661,1273428,Africa,14-04-2021
Timor-Leste,1103,17.0,2,0.0,564,14.0,537,0.0,824,1.0,52173,38992,1338060,Asia,14-04-2021
Taiwan,1067,5.0,11,0.0,1029,2.0,27,0.0,45,0.5,513203,21517,23850673,Asia,14-04-2021
Bhutan,929,2.0,1,0.0,876,1.0,52,0.0,1194,1.0,656867,844012,778267,Asia,14-04-2021
China,90457,10.0,4636,0.0,85524,11.0,297,5.0,63,3.0,160000000,111163,1439323776,Asia,15-04-2021
USA,32224139,74479.0,579055,922.0,24770980,74819.0,6874104,9759.0,96904,1741.0,424903332,1277761,332537343,North America,15-04-2021
India,14287740,216850.0,174335,1183.0,12543978,117832.0,1569427,8944.0,10274,125.0,262003415,188395,1390716194,Asia,15-04-2021
Brazil,13758093,80529.0,365954,3774.0,12236295,65524.0,1155844,8318.0,64364,1712.0,28600000,133799,213753558,South America,15-04-2021
France,5187879,38045.0,100091,302.0,4008331,29975.0,1079457,5924.0,79340,1531.0,71017438,1086095,65387859,Europe,15-04-2021
Russia,4675153,8944.0,104398,398.0,4301448,10225.0,269307,2300.0,32025,715.0,124700000,854203,145984033,Europe,15-04-2021
UK,4380976,2672.0,127191,30.0,4133836,5246.0,119949,351.0,64267,1866.0,139824361,2051172,68168033,Europe,15-04-2021
Turkey,4086957,61400.0,35031,297.0,3535040,54894.0,516886,3080.0,48051,412.0,42828122,503533,85055316,Asia,15-04-2021
Italy,3826136,16954.0,115937,380.0,3200196,21220.0,510003,3417.0,63356,1920.0,54204890,897560,60391353,Europe,15-04-2021
Spain,3396685,9663.0,76882,126.0,3123268,4831.0,196535,2143.0,72627,1644.0,44285495,946896,46769124,Europe,15-04-2021
Germany,3095016,30634.0,80141,328.0,2736100,17400.0,278775,4662.0,36847,954.0,52737238,627854,83995966,Europe,15-04-2021
Poland,2642241,21129.0,60613,683.0,2238638,8837.0,342990,3443.0,69875,1603.0,13335088,352652,37813758,Europe,15-04-2021
Argentina,2629156,24999.0,58925,383.0,2300232,21746.0,269999,3900.0,57754,1294.0,9903405,217546,45523287,South America,15-04-2021
Colombia,2602719,16918.0,67199,380.0,2432061,12796.0,103459,4299.0,50724,1310.0,13616060,265364,51310940,South America,15-04-2021
Mexico,2291246,5113.0,210812,518.0,1817866,2629.0,262568,4798.0,17625,1622.0,6332152,48708,130001965,North America,15-04-2021
Iran,2168872,25078.0,65680,321.0,1749041,10039.0,354151,4601.0,25564,774.0,14059260,165714,84840750,Asia,15-04-2021
Ukraine,1903765,16427.0,38658,433.0,1453766,11148.0,411341,177.0,43739,888.0,8822097,202689,43525192,Europe,15-04-2021
Peru,1681063,13326.0,56149,337.0,1602034,9097.0,22880,2603.0,50431,1684.0,10226394,306787,33333897,South America,15-04-2021
Czechia,1593865,3710.0,28279,80.0,1485687,300.0,79899,1076.0,148616,2637.0,15102106,1408160,10724712,Europe,15-04-2021
Indonesia,1589359,6177.0,43073,167.0,1438254,6362.0,108032,0.0,5763,156.0,13659569,49526,275806497,Asia,15-04-2021
South Africa,1562931,1372.0,53571,73.0,1488060,1187.0,21300,546.0,26093,894.0,10259664,171284,59898425,Africa,15-04-2021
Netherlands,1378145,8734.0,16861,14.0,1150716,4903.0,210568,772.0,80289,982.0,11292587,657889,17164888,Europe,15-04-2021
Chile,1101698,7431.0,24766,218.0,1033189,6255.0,43743,3257.0,57244,1287.0,12128654,630197,19245815,South America,15-04-2021
Canada,1096716,9564.0,23500,55.0,990074,6568.0,83142,1089.0,28858,618.0,29497034,776166,38003522,North America,15-04-2021
Romania,1020301,3852.0,25800,195.0,925395,4742.0,69106,1518.0,53319,1348.0,7811019,408189,19135798,Europe,15-04-2021
Iraq,956874,7824.0,14885,49.0,837336,5817.0,104653,501.0,23377,364.0,8690527,212319,40931458,Asia,15-04-2021
Belgium,935316,4713.0,23603,37.0,786295,1578.0,125418,941.0,80426,2030.0,11820183,1016394,11629525,Europe,15-04-2021
Philippines,904245,11389.0,15593,147.0,705107,799.0,183545,750.0,8166,141.0,10977922,99140,110731018,Asia,15-04-2021
Sweden,900138,7655.0,13752,0.0,718278,6780.0,168108,391.0,88692,1355.0,7847033,773179,10149050,Europe,15-04-2021
Israel,836706,202.0,6314,2.0,827447,263.0,2945,209.0,90970,686.0,13914938,1512890,9197590,Asia,15-04-2021
Portugal,829358,501.0,16933,2.0,787011,542.0,25414,109.0,81524,1664.0,9645758,948160,10173131,Europe,15-04-2021
Pakistan,739818,5395.0,15872,118.0,646652,4740.0,77294,4276.0,3299,71.0,10942771,48794,224265640,Asia,15-04-2021
Hungary,736982,5307.0,24521,256.0,440498,5154.0,271963,1156.0,76443,2543.0,5033736,522123,9640900,Europe,15-04-2021
Bangladesh,707362,4192.0,10081,94.0,597214,5915.0,100067,0.0,4262,61.0,5115572,30820,165984716,Asia,15-04-2021
Jordan,679138,2963.0,8057,70.0,621870,4774.0,49211,729.0,66044,784.0,6426320,624940,10283101,Asia,15-04-2021
Serbia,654870,2971.0,5881,35.0,575771,4459.0,73218,259.0,75191,675.0,3646957,418736,8709451,Europe,15-04-2021
Switzerland,630194,2226.0,10498,10.0,564850,1412.0,54846,213.0,72397,1206.0,6505841,747399,8704639,Europe,15-04-2021
Austria,586883,2678.0,9813,34.0,547604,2615.0,29466,577.0,64870,1085.0,27703138,3062124,9047032,Europe,15-04-2021
Japan,516169,4000.0,9499,30.0,473390,2383.0,33280,631.0,4091,75.0,10670227,84571,126169398,Asia,15-04-2021
Lebanon,504800,2501.0,6809,31.0,416624,3449.0,81367,795.0,74222,1001.0,3778035,555496,6801193,Asia,15-04-2021
Morocco,504260,596.0,8927,7.0,490366,438.0,4967,243.0,13535,240.0,6137435,164738,37255697,Africa,15-04-2021
UAE,491423,1928.0,1545,4.0,475012,1614.0,14866,0.0,49218,155.0,41150933,4121413,9984665,Asia,15-04-2021
Saudi Arabia,402142,985.0,6791,10.0,386102,661.0,9249,999.0,11411,193.0,16018862,454552,35240955,Asia,15-04-2021
Bulgaria,382761,2185.0,14979,108.0,300391,3393.0,67391,811.0,55417,2169.0,2333971,337919,6906904,Europe,15-04-2021
Slovakia,373950,843.0,10877,79.0,255300,0.0,107773,472.0,68467,1991.0,2465652,451441,5461737,Europe,15-04-2021
Malaysia,367977,2148.0,1363,10.0,349039,1259.0,17575,212.0,11256,42.0,8407970,257179,32693019,Asia,15-04-2021
Panama,359830,314.0,6183,6.0,349718,400.0,3929,105.0,82374,1415.0,2272867,520313,4368267,North America,15-04-2021
Ecuador,355431,4892.0,17489,89.0,298604,0.0,39338,601.0,19908,980.0,1215898,68102,17854124,South America,15-04-2021
Belarus,340023,1222.0,2393,10.0,330483,1348.0,7147,0.0,35993,253.0,5608959,593738,9446860,Europe,15-04-2021
Greece,308006,3822.0,9239,104.0,264324,3148.0,34443,819.0,29665,890.0,7314249,704468,10382653,Europe,15-04-2021
Croatia,300900,2927.0,6442,43.0,279151,1457.0,15307,179.0,73657,1577.0,1674418,409877,4085169,Europe,15-04-2021
Azerbaijan,294211,2317.0,4045,36.0,257942,2109.0,32224,0.0,28812,396.0,3068679,300516,10211352,Asia,15-04-2021
Georgia,292244,1030.0,3908,7.0,279389,706.0,8947,0.0,73371,981.0,3791276,951841,3983096,Asia,15-04-2021
Bolivia,285291,1108.0,12519,23.0,234596,950.0,38176,71.0,24180,1061.0,1019593,86417,11798547,South America,15-04-2021
Nepal,282054,490.0,3066,5.0,274604,157.0,4384,0.0,9545,104.0,2329547,78836,29549209,Asia,15-04-2021
Tunisia,279376,2649.0,9553,73.0,231285,1531.0,38538,450.0,23445,802.0,1207304,101316,11916231,Africa,15-04-2021
Kazakhstan,278695,2641.0,3306,20.0,239448,2002.0,35941,221.0,14704,174.0,9401901,496041,18953882,Asia,15-04-2021
Palestine,276407,1717.0,2937,14.0,241343,2052.0,32127,177.0,53211,565.0,1663545,320249,5194531,Asia,15-04-2021
Dominican Republic,259639,379.0,3405,3.0,217613,327.0,38621,156.0,23746,311.0,1360208,124404,10933789,North America,15-04-2021
Kuwait,253066,1391.0,1428,5.0,236384,1331.0,15254,244.0,58576,331.0,2195787,508244,4320337,Asia,15-04-2021
Paraguay,244528,2367.0,5110,70.0,200259,1786.0,39159,504.0,33954,710.0,1001158,139018,7201644,South America,15-04-2021
Moldova,244177,812.0,5493,27.0,227569,1244.0,11115,290.0,60642,1364.0,922034,228990,4026529,Europe,15-04-2021
Ireland,242402,297.0,4820,8.0,222851,347.0,14731,51.0,48662,968.0,4241709,851525,4981310,Europe,15-04-2021
Denmark,240330,798.0,2449,2.0,229372,687.0,8509,37.0,41377,422.0,30797340,5302259,5808343,Europe,15-04-2021
Ethiopia,236554,2149.0,3285,33.0,175879,1288.0,57390,1031.0,2018,28.0,2478471,21148,117198144,Africa,15-04-2021
Lithuania,230513,1219.0,3732,11.0,208890,767.0,17891,151.0,85627,1386.0,2553641,948581,2692064,Europe,15-04-2021
Slovenia,229966,890.0,4142,7.0,212815,1330.0,13009,150.0,110605,1992.0,1119516,538445,2079164,Europe,15-04-2021
Costa Rica,227533,1121.0,3065,11.0,196752,178.0,27716,236.0,44346,597.0,889922,173445,5130854,North America,15-04-2021
Egypt,213798,837.0,12611,41.0,161470,439.0,39717,90.0,2059,121.0,2677262,25779,103852749,Africa,15-04-2021
Guatemala,208694,1567.0,7120,31.0,188695,801.0,12879,5.0,11482,392.0,1139962,62717,18176311,North America,15-04-2021
Armenia,206142,1014.0,3817,23.0,185125,882.0,17200,0.0,69464,1286.0,920423,310154,2967628,Asia,15-04-2021
Honduras,198214,1510.0,4905,32.0,76130,49.0,117179,576.0,19765,489.0,550206,54863,10028680,North America,15-04-2021
Qatar,193952,989.0,357,9.0,171985,597.0,21610,489.0,69076,127.0,1825071,649999,2807805,Asia,15-04-2021
Bosnia and Herzegovina,187715,1343.0,7702,60.0,144932,988.0,35081,0.0,57500,2359.0,858968,263114,3264618,Europe,15-04-2021
Venezuela,179365,1271.0,1853,19.0,161820,1200.0,15692,263.0,6322,65.0,3359014,118392,28372047,South America,15-04-2021
Oman,176668,1035.0,1821,14.0,156845,1200.0,18002,267.0,33919,350.0,1550000,297590,5208510,Asia,15-04-2021
Libya,170558,513.0,2873,39.0,155712,595.0,11973,0.0,24559,414.0,924294,133089,6944953,Africa,15-04-2021
Nigeria,164080,80.0,2061,0.0,154285,15.0,7734,11.0,781,10.0,1838174,8747,210148740,Africa,15-04-2021
Bahrain,160934,970.0,574,5.0,149159,1066.0,11201,89.0,92079,328.0,3852868,2204427,1747787,Asia,15-04-2021
Uruguay,156499,4410.0,1726,79.0,122637,3249.0,32136,508.0,44929,496.0,1594213,457679,3483257,South America,15-04-2021
Kenya,149219,1091.0,2424,4.0,99580,0.0,47215,261.0,2728,44.0,1584731,28970,54701802,Africa,15-04-2021
